[12, 20, 56, 58, 65, 66, 133, 150]
[10, 14, 25, 60, 65, 72, 140, 150]
[19, 26, 42, 69, 121, 130, 144, 150]
[3, 45, 53, 60, 63, 75, 101, 150]
[0, 3, 40, 51, 93, 95, 135, 150]
[4, 5, 11, 58, 70, 99, 140, 150]
[37, 41, 49, 60, 75, 77, 116, 150]
[33, 46, 49, 94, 110, 112, 124, 150]
[7, 15, 54, 66, 70, 116, 142, 150]
[11, 17, 19, 58, 94, 106, 119, 150]
[0, 35, 42, 43, 80, 132, 145, 150]
[35, 43, 71, 92, 124, 126, 147, 150]
[12, 14, 49, 53, 104, 115, 136, 150]
[16, 28, 66, 67, 103, 131, 139, 150]
[29, 40, 45, 63, 67, 80, 81, 150]
[3, 15, 22, 23, 53, 126, 127, 150]
[40, 43, 77, 90, 92, 134, 148, 150]
[26, 31, 32, 34, 60, 67, 78, 150]
[10, 11, 20, 33, 61, 131, 139, 150]
[1, 28, 76, 103, 106, 112, 123, 150]
[0, 5, 8, 29, 36, 44, 99, 150]
[21, 48, 75, 85, 102, 110, 143, 150]
[24, 25, 54, 56, 76, 92, 147, 150]
[1, 43, 61, 69, 98, 104, 120, 150]
[1, 27, 66, 68, 97, 101, 120, 150]
[13, 49, 51, 62, 66, 97, 134, 150]
[53, 62, 88, 111, 119, 120, 127, 150]
[42, 63, 71, 72, 113, 138, 140, 150]
[16, 18, 27, 42, 52, 87, 112, 150]
[18, 33, 41, 51, 100, 112, 137, 150]
[11, 12, 17, 86, 106, 125, 147, 150]
[12, 33, 52, 84, 86, 93, 102, 150]
[9, 35, 73, 83, 93, 126, 136, 150]
[6, 34, 61, 79, 100, 112, 141, 150]
[21, 48, 107, 116, 130, 132, 148, 150]
[14, 15, 20, 55, 64, 71, 110, 150]
[13, 17, 28, 38, 65, 72, 82, 150]
[4, 14, 27, 51, 115, 117, 142, 150]
[22, 25, 47, 74, 84, 89, 95, 150]
[0, 6, 24, 65, 97, 140, 149, 150]
[32, 39, 61, 73, 79, 96, 121, 150]
[71, 98, 108, 114, 134, 140, 141, 150]
[34, 40, 84, 89, 115, 131, 139, 150]
[1, 11, 31, 88, 89, 105, 116, 150]
[19, 47, 48, 52, 58, 69, 106, 150]
[31, 61, 77, 102, 108, 125, 126, 150]
[2, 15, 38, 75, 133, 136, 146, 150]
[32, 53, 54, 87, 111, 139, 148, 150]
[7, 11, 81, 84, 88, 92, 103, 150]
[33, 36, 100, 105, 107, 118, 140, 150]
[11, 13, 19, 52, 77, 87, 102, 150]
[22, 38, 55, 58, 88, 97, 144, 150]
[17, 25, 71, 89, 110, 114, 147, 150]
[32, 60, 77, 101, 112, 146, 148, 150]
[33, 58, 85, 88, 104, 130, 148, 150]
[0, 13, 43, 64, 68, 82, 92, 150]
[0, 24, 54, 91, 99, 125, 136, 150]
[22, 23, 31, 69, 76, 120, 127, 150]
[2, 6, 39, 51, 60, 78, 110, 150]
[2, 3, 64, 77, 104, 108, 138, 150]
[18, 67, 74, 109, 116, 137, 143, 150]
[1, 24, 35, 39, 63, 120, 134, 150]
[2, 24, 74, 97, 102, 105, 123, 150]
[4, 43, 89, 94, 106, 125, 141, 150]
[68, 84, 85, 103, 105, 114, 121, 150]
[9, 16, 37, 74, 97, 117, 142, 150]
[3, 34, 39, 56, 58, 98, 125, 150]
[23, 48, 52, 87, 89, 113, 136, 150]
[0, 54, 66, 67, 68, 74, 138, 150]
[3, 19, 22, 67, 107, 119, 141, 150]
[16, 24, 33, 59, 96, 101, 137, 150]
[26, 27, 42, 62, 82, 87, 131, 150]
[2, 25, 45, 64, 114, 121, 133, 150]
[4, 22, 38, 52, 87, 101, 120, 150]
[17, 72, 112, 115, 128, 140, 149, 150]
[42, 59, 94, 111, 116, 120, 136, 150]
[2, 7, 8, 44, 60, 71, 107, 150]
[19, 32, 37, 38, 42, 53, 145, 150]
[1, 4, 15, 54, 80, 108, 148, 150]
[22, 27, 38, 64, 88, 100, 104, 150]
[41, 76, 96, 97, 102, 127, 145, 150]
[13, 72, 122, 129, 140, 145, 149, 150]
[77, 88, 89, 100, 117, 118, 143, 150]
[7, 23, 49, 77, 92, 103, 116, 150]
[5, 6, 51, 77, 93, 117, 124, 150]
[6, 9, 22, 32, 38, 48, 78, 150]
[21, 33, 47, 50, 52, 65, 99, 150]
[38, 49, 55, 57, 127, 141, 145, 150]
[11, 24, 60, 73, 118, 132, 137, 150]
[11, 13, 36, 48, 60, 108, 129, 150]
[46, 52, 69, 114, 118, 135, 142, 150]
[3, 58, 60, 77, 81, 97, 130, 150]
[56, 69, 84, 86, 105, 108, 130, 150]
[1, 2, 33, 37, 73, 82, 113, 150]
[55, 80, 105, 127, 128, 142, 146, 150]
[22, 65, 101, 109, 126, 136, 142, 150]
[13, 31, 70, 92, 102, 114, 118, 150]
[22, 26, 31, 46, 50, 111, 137, 150]
[2, 5, 21, 48, 56, 92, 106, 150]
[9, 13, 22, 33, 105, 121, 122, 150]
[16, 20, 37, 98, 104, 118, 136, 150]
[28, 37, 72, 86, 88, 141, 149, 150]
[11, 30, 45, 59, 119, 125, 135, 150]
[13, 39, 51, 58, 81, 90, 144, 150]
[39, 77, 98, 99, 117, 121, 125, 150]
[14, 53, 68, 69, 95, 118, 129, 150]
[24, 25, 66, 69, 105, 115, 133, 150]
[3, 8, 55, 66, 79, 117, 133, 150]
[38, 52, 57, 61, 74, 86, 144, 150]
[2, 11, 66, 72, 88, 117, 130, 150]
[15, 29, 58, 64, 72, 130, 141, 150]
[35, 56, 76, 99, 119, 125, 135, 150]
[21, 32, 59, 93, 108, 127, 131, 150]
[4, 16, 23, 46, 84, 91, 135, 150]
[30, 42, 45, 48, 86, 125, 137, 150]
[35, 36, 68, 74, 89, 93, 103, 150]
[1, 2, 41, 43, 104, 113, 118, 150]
[7, 10, 66, 76, 81, 120, 130, 150]
[7, 50, 99, 104, 113, 143, 149, 150]
[4, 38, 56, 74, 82, 113, 140, 150]
[2, 47, 56, 82, 104, 112, 131, 150]
[1, 9, 47, 64, 89, 95, 123, 150]
[13, 39, 52, 58, 76, 106, 129, 150]
[19, 39, 77, 79, 86, 103, 115, 150]
[21, 45, 48, 61, 104, 147, 148, 150]
[9, 40, 55, 68, 73, 78, 146, 150]
[6, 82, 98, 104, 107, 113, 141, 150]
[9, 36, 70, 89, 109, 119, 124, 150]
[22, 29, 48, 73, 92, 114, 149, 150]
[9, 11, 19, 48, 61, 87, 100, 150]
[0, 29, 33, 69, 77, 83, 120, 150]
[0, 4, 7, 39, 67, 132, 136, 150]
[40, 54, 111, 122, 133, 137, 142, 150]
[30, 33, 41, 59, 67, 121, 147, 150]
[38, 74, 103, 141, 145, 148, 149, 150]
[72, 81, 88, 89, 111, 147, 149, 150]
[5, 32, 37, 49, 113, 121, 145, 150]
[18, 25, 64, 105, 113, 123, 132, 150]
[5, 61, 80, 113, 115, 118, 142, 150]
[3, 11, 17, 81, 109, 115, 130, 150]
[2, 64, 106, 111, 123, 139, 145, 150]
[32, 35, 51, 58, 65, 105, 136, 150]
[4, 15, 51, 57, 68, 111, 124, 150]
[1, 43, 49, 53, 63, 65, 137, 150]
[0, 1, 19, 74, 99, 140, 148, 150]
[0, 29, 96, 97, 119, 131, 141, 150]
[26, 27, 44, 61, 73, 75, 98, 150]
[7, 52, 56, 83, 121, 130, 131, 150]
[33, 63, 67, 80, 123, 139, 148, 150]
[1, 11, 64, 87, 122, 125, 140, 150]
[30, 34, 47, 79, 84, 98, 131, 150]
[2, 35, 54, 56, 75, 84, 93, 150]
[31, 35, 36, 51, 61, 65, 120, 150]
[11, 56, 82, 86, 99, 105, 145, 150]
[2, 45, 85, 88, 105, 126, 143, 150]
[3, 4, 15, 38, 56, 69, 100, 150]
[16, 32, 44, 61, 78, 115, 149, 150]
[7, 10, 59, 78, 108, 139, 141, 150]
[19, 31, 46, 61, 62, 104, 125, 150]
[23, 36, 37, 108, 124, 133, 140, 150]
[10, 19, 23, 93, 113, 116, 121, 150]
[44, 75, 79, 87, 112, 116, 136, 150]
[4, 36, 48, 53, 102, 123, 137, 150]
[18, 20, 30, 43, 45, 94, 109, 150]
[0, 1, 18, 29, 33, 51, 65, 150]
