x^250 + x^245 + x^210 + x^208 + x^201 + x^194 + x^142 + x^118 + x^101 + x^82
x^227 + x^188 + x^175 + x^162 + x^142 + x^133 + x^126 + x^116 + x^91 + x^68
x^237 + x^195 + x^163 + x^141 + x^124 + x^102 + x^87 + x^83 + x^52 + x^13
x^196 + x^167 + x^132 + x^126 + x^109 + x^107 + x^93 + x^39 + x^25 + x^10
x^228 + x^219 + x^201 + x^183 + x^129 + x^124 + x^89 + x^29 + x^26 + x^2
x^237 + x^230 + x^192 + x^137 + x^85 + x^79 + x^78 + x^70 + x^50 + x^49
x^234 + x^176 + x^169 + x^153 + x^127 + x^122 + x^117 + x^50 + x^29 + x^19
x^215 + x^208 + x^166 + x^146 + x^74 + x^65 + x^41 + x^29 + x^26 + x^24
x^221 + x^213 + x^206 + x^169 + x^157 + x^103 + x^75 + x^59 + x^35 + x^17
x^241 + x^235 + x^202 + x^191 + x^170 + x^151 + x^128 + x^106 + x^23 + x^15
x^235 + x^220 + x^205 + x^165 + x^158 + x^150 + x^117 + x^83 + x^74 + x^8
x^222 + x^221 + x^206 + x^201 + x^199 + x^198 + x^177 + x^117 + x^75 + x^58
x^214 + x^197 + x^156 + x^89 + x^73 + x^54 + x^28 + x^11 + x^4 + x
x^249 + x^241 + x^229 + x^222 + x^182 + x^172 + x^89 + x^57 + x^40 + x^15
x^239 + x^225 + x^210 + x^201 + x^133 + x^103 + x^25 + x^22 + x^21 + x^4
x^219 + x^190 + x^177 + x^169 + x^152 + x^148 + x^98 + x^96 + x^16 + 1
x^229 + x^219 + x^217 + x^158 + x^141 + x^124 + x^64 + x^31 + x^18 + x^9
x^246 + x^236 + x^234 + x^224 + x^184 + x^172 + x^163 + x^150 + x^68 + x^53
x^250 + x^206 + x^191 + x^162 + x^106 + x^87 + x^68 + x^58 + x^51 + x^50
x^230 + x^227 + x^218 + x^209 + x^207 + x^139 + x^122 + x^64 + x^63 + x^53
x^246 + x^238 + x^204 + x^158 + x^107 + x^100 + x^78 + x^75 + x^45 + x^2
x^239 + x^200 + x^178 + x^173 + x^150 + x^147 + x^100 + x^94 + x^66 + x^32
x^214 + x^168 + x^120 + x^115 + x^103 + x^94 + x^62 + x^58 + x^17 + x^15
x^173 + x^166 + x^147 + x^129 + x^128 + x^110 + x^92 + x^85 + x^14 + x^4
x^250 + x^239 + x^199 + x^185 + x^171 + x^164 + x^116 + x^75 + x^36 + x^14
x^248 + x^234 + x^232 + x^218 + x^203 + x^172 + x^135 + x^133 + x^52 + 1
x^239 + x^207 + x^167 + x^96 + x^92 + x^80 + x^71 + x^45 + x^41 + x^23
x^250 + x^211 + x^181 + x^137 + x^119 + x^108 + x^49 + x^48 + x^38 + x^6
x^169 + x^145 + x^143 + x^135 + x^132 + x^79 + x^73 + x^52 + x^23 + x^17
x^225 + x^213 + x^210 + x^200 + x^190 + x^152 + x^136 + x^122 + x^107 + x^95
x^231 + x^227 + x^210 + x^170 + x^144 + x^138 + x^107 + x^44 + x^30 + x^3
x^244 + x^236 + x^223 + x^153 + x^148 + x^88 + x^48 + x^46 + x^26 + x^16
x^176 + x^142 + x^130 + x^111 + x^94 + x^82 + x^61 + x^51 + x^41 + x^4
x^136 + x^126 + x^85 + x^78 + x^58 + x^53 + x^48 + x^36 + x^8 + x^6
x^240 + x^205 + x^185 + x^183 + x^167 + x^116 + x^110 + x^71 + x^40 + x^11
x^213 + x^194 + x^167 + x^162 + x^154 + x^140 + x^131 + x^76 + x^38 + x^2
x^167 + x^131 + x^100 + x^76 + x^71 + x^50 + x^45 + x^44 + x^22 + x
x^245 + x^215 + x^208 + x^164 + x^58 + x^55 + x^45 + x^43 + x^17 + x^12
x^204 + x^196 + x^150 + x^118 + x^100 + x^91 + x^70 + x^54 + x^50 + x^32
x^230 + x^224 + x^121 + x^97 + x^91 + x^88 + x^80 + x^73 + x^46 + x^15
x^205 + x^201 + x^192 + x^163 + x^135 + x^101 + x^77 + x^66 + x^33 + x^8
x^245 + x^218 + x^201 + x^186 + x^105 + x^60 + x^59 + x^29 + x^28 + 1
x^239 + x^208 + x^201 + x^174 + x^150 + x^118 + x^64 + x^47 + x^33 + x^19
x^222 + x^194 + x^144 + x^128 + x^116 + x^108 + x^58 + x^42 + x^39 + x^2
x^209 + x^204 + x^179 + x^159 + x^149 + x^110 + x^50 + x^37 + x^18 + x^17
x^246 + x^236 + x^186 + x^168 + x^165 + x^118 + x^76 + x^71 + x^52 + x^12
x^193 + x^185 + x^147 + x^140 + x^125 + x^90 + x^85 + x^82 + x^46 + x^28
x^205 + x^190 + x^168 + x^161 + x^146 + x^145 + x^118 + x^73 + x^23 + x^6
x^156 + x^124 + x^120 + x^113 + x^95 + x^94 + x^61 + x^36 + x^24 + x^10
x^229 + x^200 + x^196 + x^183 + x^141 + x^110 + x^91 + x^68 + x^21 + x^13
x^220 + x^186 + x^159 + x^146 + x^95 + x^91 + x^74 + x^49 + x^13 + x^7
x^201 + x^153 + x^150 + x^123 + x^120 + x^104 + x^69 + x^52 + x^19 + x^18
x^239 + x^207 + x^205 + x^199 + x^177 + x^162 + x^125 + x^104 + x^77 + x^71
x^217 + x^170 + x^165 + x^137 + x^131 + x^112 + x^81 + x^75 + x^41 + x^20
x^231 + x^228 + x^183 + x^87 + x^68 + x^62 + x^53 + x^32 + x^6 + x^4
x^233 + x^206 + x^201 + x^172 + x^145 + x^140 + x^99 + x^96 + x^25 + x^8
x^243 + x^186 + x^180 + x^156 + x^151 + x^119 + x^111 + x^105 + x^82 + x^79
x^240 + x^235 + x^229 + x^211 + x^209 + x^54 + x^40 + x^30 + x^22 + x^10
x^228 + x^222 + x^163 + x^162 + x^139 + x^78 + x^70 + x^63 + x^32 + x^16
x^221 + x^214 + x^203 + x^169 + x^155 + x^103 + x^45 + x^31 + x^14 + x^7
x^243 + x^240 + x^143 + x^136 + x^112 + x^100 + x^52 + x^47 + x^31 + x^21
x^235 + x^211 + x^161 + x^136 + x^97 + x^90 + x^68 + x^59 + x^52 + x^35
x^233 + x^185 + x^141 + x^138 + x^135 + x^106 + x^94 + x^41 + x^34 + x^23
x^248 + x^230 + x^204 + x^173 + x^171 + x^161 + x^86 + x^74 + x^65 + x^52
x^247 + x^193 + x^190 + x^152 + x^120 + x^119 + x^118 + x^69 + x^35 + x^24
x^250 + x^227 + x^226 + x^195 + x^145 + x^116 + x^95 + x^85 + x^81 + x^2
x^239 + x^232 + x^224 + x^210 + x^166 + x^130 + x^128 + x^110 + x^40 + x^36
x^245 + x^220 + x^149 + x^148 + x^125 + x^111 + x^100 + x^84 + x^20 + x^15
x^246 + x^241 + x^133 + x^121 + x^110 + x^102 + x^84 + x^73 + x^69 + x^58
x^184 + x^159 + x^142 + x^137 + x^133 + x^100 + x^99 + x^76 + x^65 + x^25
x^203 + x^190 + x^189 + x^169 + x^154 + x^131 + x^117 + x^116 + x^109 + x^98
x^236 + x^219 + x^217 + x^171 + x^162 + x^149 + x^120 + x^119 + x^63 + x^55
x^236 + x^201 + x^169 + x^153 + x^118 + x^99 + x^91 + x^70 + x^40 + x^20
x^235 + x^234 + x^211 + x^152 + x^144 + x^130 + x^117 + x^76 + x^44 + x^2
x^216 + x^154 + x^106 + x^78 + x^65 + x^62 + x^36 + x^29 + x^24 + x^6
x^239 + x^228 + x^180 + x^152 + x^147 + x^138 + x^30 + x^21 + x^3 + 1
x^199 + x^189 + x^172 + x^171 + x^160 + x^151 + x^149 + x^119 + x^65 + x^42
x^240 + x^211 + x^188 + x^147 + x^112 + x^93 + x^86 + x^60 + x^45 + x^16
x^236 + x^234 + x^233 + x^180 + x^162 + x^110 + x^99 + x^98 + x^57 + x^51
x^185 + x^176 + x^158 + x^73 + x^69 + x^60 + x^59 + x^43 + x^42 + x^28
x^160 + x^153 + x^148 + x^134 + x^107 + x^60 + x^47 + x^37 + x^26 + x^6
x^238 + x^211 + x^198 + x^178 + x^153 + x^152 + x^147 + x^78 + x^73 + x^8
x^214 + x^195 + x^167 + x^140 + x^111 + x^101 + x^70 + x^57 + x^56 + x^41
x^246 + x^199 + x^177 + x^155 + x^79 + x^66 + x^50 + x^40 + x^33 + x^14
x^248 + x^193 + x^178 + x^114 + x^110 + x^89 + x^63 + x^32 + x^30 + x^23
x^235 + x^223 + x^187 + x^155 + x^136 + x^126 + x^115 + x^92 + x^63 + x
x^226 + x^190 + x^178 + x^160 + x^142 + x^64 + x^63 + x^51 + x^14 + 1
x^237 + x^225 + x^216 + x^195 + x^186 + x^179 + x^172 + x^167 + x^162 + x^125
x^249 + x^226 + x^221 + x^213 + x^154 + x^132 + x^130 + x^84 + x^66 + x^3
x^238 + x^233 + x^218 + x^205 + x^176 + x^132 + x^123 + x^101 + x^93 + x^32
x^238 + x^236 + x^229 + x^215 + x^207 + x^147 + x^130 + x^62 + x^60 + x^19
x^223 + x^199 + x^135 + x^115 + x^55 + x^40 + x^28 + x^23 + x^21 + x^13
x^246 + x^226 + x^170 + x^167 + x^163 + x^143 + x^98 + x^66 + x^65 + x^11
x^233 + x^210 + x^187 + x^162 + x^145 + x^144 + x^129 + x^120 + x^36 + x^30
x^248 + x^228 + x^227 + x^169 + x^165 + x^118 + x^116 + x^75 + x^21 + x^18
x^237 + x^218 + x^148 + x^110 + x^89 + x^54 + x^30 + x^27 + x^15 + x^9
x^244 + x^200 + x^192 + x^184 + x^170 + x^161 + x^144 + x^129 + x^68 + x^2
x^179 + x^145 + x^115 + x^112 + x^109 + x^81 + x^80 + x^69 + x^65 + x^22
x^205 + x^199 + x^196 + x^175 + x^172 + x^167 + x^160 + x^137 + x^35 + x^13
x^233 + x^232 + x^226 + x^201 + x^173 + x^141 + x^65 + x^62 + x^12 + x^11
x^216 + x^213 + x^157 + x^131 + x^130 + x^90 + x^78 + x^75 + x^46 + x^41
x^185 + x^170 + x^161 + x^160 + x^142 + x^113 + x^109 + x^94 + x^82 + x^34
x^215 + x^196 + x^166 + x^153 + x^150 + x^145 + x^128 + x^20 + x^19 + x^12
x^243 + x^182 + x^168 + x^162 + x^152 + x^104 + x^90 + x^82 + x^50 + x^22
x^209 + x^202 + x^195 + x^181 + x^166 + x^162 + x^50 + x^48 + x^38 + x^37
x^240 + x^204 + x^202 + x^200 + x^157 + x^149 + x^94 + x^56 + x^43 + x^30
x^237 + x^206 + x^196 + x^168 + x^120 + x^115 + x^110 + x^93 + x^90 + x^37
x^236 + x^224 + x^194 + x^152 + x^134 + x^124 + x^99 + x^64 + x^55 + x^30
x^188 + x^176 + x^162 + x^157 + x^150 + x^110 + x^80 + x^76 + x^51 + x^27
x^245 + x^214 + x^154 + x^108 + x^79 + x^71 + x^47 + x^25 + x^20 + x^6
x^247 + x^239 + x^169 + x^142 + x^123 + x^97 + x^73 + x^13 + x + 1
x^246 + x^155 + x^138 + x^129 + x^120 + x^105 + x^93 + x^53 + x^22 + x^16
x^234 + x^221 + x^216 + x^187 + x^176 + x^134 + x^111 + x^71 + x^51 + x^31
x^231 + x^220 + x^165 + x^157 + x^148 + x^133 + x^129 + x^109 + x^29 + x^17
x^240 + x^188 + x^172 + x^169 + x^161 + x^128 + x^109 + x^102 + x^32 + 1
x^243 + x^167 + x^132 + x^93 + x^78 + x^69 + x^54 + x^52 + x^31 + x^8
x^250 + x^247 + x^237 + x^219 + x^215 + x^165 + x^155 + x^90 + x^65 + x^60
x^249 + x^244 + x^230 + x^204 + x^195 + x^163 + x^140 + x^91 + x^78 + x^71
x^235 + x^180 + x^144 + x^139 + x^135 + x^111 + x^82 + x^50 + x^38 + x^24
x^217 + x^200 + x^162 + x^154 + x^133 + x^91 + x^89 + x^75 + x^53 + x^38
x^239 + x^204 + x^182 + x^149 + x^130 + x^120 + x^108 + x^77 + x^64 + x^61
x^216 + x^191 + x^173 + x^132 + x^98 + x^65 + x^40 + x^37 + x^3 + x
x^236 + x^201 + x^169 + x^150 + x^147 + x^101 + x^100 + x^78 + x^21 + x^19
x^221 + x^197 + x^172 + x^135 + x^90 + x^86 + x^72 + x^56 + x^16 + 1
x^223 + x^222 + x^132 + x^117 + x^89 + x^55 + x^44 + x^34 + x^29 + x^19
x^241 + x^240 + x^229 + x^188 + x^137 + x^99 + x^81 + x^62 + x^28 + x^27
x^243 + x^195 + x^170 + x^137 + x^127 + x^117 + x^97 + x^87 + x^80 + x^2
x^243 + x^225 + x^211 + x^210 + x^146 + x^145 + x^77 + x^68 + x^46 + x^44
x^245 + x^238 + x^201 + x^187 + x^169 + x^165 + x^67 + x^56 + x^55 + x^15
x^229 + x^223 + x^135 + x^134 + x^132 + x^92 + x^56 + x^23 + x^19 + x^9
x^248 + x^241 + x^224 + x^218 + x^192 + x^125 + x^88 + x^69 + x^53 + x^22
x^206 + x^177 + x^176 + x^167 + x^158 + x^133 + x^110 + x^30 + x^13 + x^11
x^244 + x^242 + x^236 + x^211 + x^210 + x^158 + x^136 + x^118 + x^31 + x^19
x^237 + x^236 + x^185 + x^183 + x^173 + x^152 + x^101 + x^94 + x^91 + x^29
x^249 + x^234 + x^188 + x^177 + x^106 + x^98 + x^94 + x^89 + x^86 + x^61
x^248 + x^230 + x^181 + x^158 + x^116 + x^99 + x^92 + x^77 + x^76 + x^34
x^248 + x^242 + x^161 + x^157 + x^134 + x^96 + x^25 + x^16 + x^15 + x^5
x^197 + x^176 + x^172 + x^171 + x^133 + x^120 + x^54 + x^12 + x^5 + x
x^238 + x^202 + x^198 + x^171 + x^148 + x^129 + x^120 + x^97 + x^54 + x^50
x^250 + x^222 + x^197 + x^191 + x^155 + x^146 + x^116 + x^95 + x^32 + x^12
x^233 + x^213 + x^143 + x^133 + x^129 + x^114 + x^87 + x^61 + x^23 + x^21
x^219 + x^210 + x^191 + x^187 + x^177 + x^122 + x^98 + x^53 + x^32 + x^8
x^245 + x^204 + x^187 + x^169 + x^98 + x^95 + x^20 + x^16 + x^12 + x^2
x^244 + x^230 + x^167 + x^148 + x^78 + x^53 + x^31 + x^23 + x^20 + x^11
x^243 + x^229 + x^226 + x^195 + x^172 + x^134 + x^109 + x^75 + x^55 + x^18
x^226 + x^173 + x^167 + x^144 + x^93 + x^90 + x^83 + x^47 + x^43 + x^38
x^247 + x^193 + x^187 + x^174 + x^171 + x^95 + x^89 + x^70 + x^17 + x^16
x^212 + x^194 + x^185 + x^147 + x^137 + x^112 + x^95 + x^80 + x^30 + x^22
x^208 + x^197 + x^190 + x^165 + x^150 + x^129 + x^117 + x^64 + x^33 + x^22
x^219 + x^187 + x^185 + x^173 + x^166 + x^90 + x^77 + x^69 + x^32 + x^4
x^235 + x^226 + x^159 + x^134 + x^104 + x^72 + x^70 + x^69 + x^65 + x^57
x^246 + x^234 + x^191 + x^133 + x^107 + x^75 + x^73 + x^64 + x^40 + x^17
x^239 + x^235 + x^204 + x^199 + x^170 + x^150 + x^112 + x^94 + x^38 + x^18
x^241 + x^191 + x^168 + x^156 + x^152 + x^140 + x^76 + x^72 + x^67 + x^50
x^245 + x^219 + x^170 + x^165 + x^152 + x^151 + x^129 + x^84 + x^7 + x^6
x^221 + x^199 + x^188 + x^176 + x^139 + x^87 + x^77 + x^65 + x^39 + x^31
x^229 + x^127 + x^105 + x^99 + x^98 + x^74 + x^50 + x^39 + x^34 + x^19
x^233 + x^231 + x^217 + x^175 + x^136 + x^113 + x^99 + x^53 + x^19 + x
x^199 + x^118 + x^84 + x^77 + x^48 + x^43 + x^42 + x^37 + x^27 + x^8
x^243 + x^199 + x^166 + x^134 + x^129 + x^97 + x^65 + x^35 + x^24 + x^12
x^200 + x^193 + x^185 + x^139 + x^99 + x^64 + x^55 + x^50 + x^19 + x^9
x^219 + x^211 + x^204 + x^183 + x^162 + x^131 + x^130 + x^98 + x^7 + x^6
x^236 + x^196 + x^170 + x^164 + x^155 + x^154 + x^97 + x^82 + x^79 + x^6
x^196 + x^191 + x^152 + x^146 + x^118 + x^83 + x^48 + x^42 + x^40 + x^27
x^236 + x^195 + x^158 + x^116 + x^106 + x^104 + x^59 + x^57 + x^34 + x^28
x^224 + x^219 + x^191 + x^187 + x^175 + x^170 + x^84 + x^74 + x^39 + x^26
x^199 + x^192 + x^120 + x^116 + x^105 + x^87 + x^83 + x^51 + x^45 + x^22
x^239 + x^234 + x^210 + x^204 + x^197 + x^192 + x^150 + x^111 + x^46 + x^21
x^242 + x^184 + x^183 + x^178 + x^172 + x^154 + x^135 + x^116 + x^92 + x
x^209 + x^203 + x^200 + x^182 + x^176 + x^154 + x^89 + x^87 + x^9 + x^4
x^230 + x^219 + x^194 + x^145 + x^139 + x^133 + x^113 + x^45 + x^3 + x^2
